id	type
27051350	2
27052532	2
27087414	0
27166760	6
27251714	2
27260157	6
27274880	0
27306610	2
27374381	2
27374862	0
27408250	0
27419564	6
27420904	0
27493798	0
27500790	2
27523081	2
27595981	2
27663726	2
27696687	2
27775975	0
27800999	2
27812344	0
27815601	0
27840714	0
27842835	2
27892784	2
27899395	2
27924441	0
27942150	2
27956504	6
27959280	2
27974136	0
28022340	0
28042230	2
28051617	6
28097492	0
28099747	0
42344319	2
43256704	6
46268205	2
46268211	2
46268222	2
46268399	2
46268432	0
46268467	2
46268473	2
46269182	0
46269226	7
46270049	2
46270052	6
46270480	2
46270523	2
46270890	2
46270943	2
46270944	2
46270945	2
46270992	5
46271008	2
46271367	2
46271370	2
46271384	3
46271525	5
46271534	1
46271535	5
46271576	1
46271577	6
46271952	2
46271961	1
46272149	2
46272189	2
46272225	2
46272234	2
46272290	6
46272311	6
46272312	5
46272335	2
46272410	2
46272595	2
46272625	2
46272640	2
46272657	2
46272664	2
46272671	5
46272690	2
46272770	1
46272884	3
46272901	1
46272920	2
46272921	2
46272923	1
46272967	6
46273094	1
46273298	1
46273304	1
46273314	2
46273571	1
46274006	5
46275074	0
46275087	3
46275088	1
46275273	4
46275454	6
46275462	5
46275813	1
46275868	1
46276264	1
46276645	1
46276679	1
46276788	1
46276944	1
46277107	0
46277108	4
46277174	0
46277196	0
46277589	1
46277653	2
46277717	1
46277857	1
46277863	2
46278392	1
46278470	1
46278850	5
46279199	5
46279250	1
46279365	1
46279845	5
46280002	5
46280089	5
46280090	2
46280162	5
46280449	0
46280451	4
46280453	4
46280495	6
46280734	6
46280737	6
46280801	2
46281161	6
46281420	4
46281433	4
46281686	1
46281914	0
46281918	1
46282270	2
46282489	6
46283269	5
46283370	1
46283562	5
46283598	5
46283660	1
46283881	1
46283954	1
46284064	5
46284121	6
46284728	2
46284736	2
46285483	6
46285570	5
46285626	6
46285713	1
46285761	0
46285877	1
46285891	0
46285914	1
46285925	1
46285941	1
46286194	1
46286298	2
46286299	1
46286489	1
46286511	1
46286587	0
46286754	3
46286778	0
46286800	2
46287068	0
46288813	2
46288813	6
46288923	6
46288925	6
46289319	2
46289327	2
46289556	6
46289610	2
46289899	2
46290313	2
46290524	2
46290594	5
46290870	2
46291067	2
46291094	2
46291445	5
46291681	4
46291725	2
46291765	2
46291771	1
46291919	7
46291943	2
46292165	1
46292167	2
46292172	2
46292180	2
46292182	2
46292184	2
46292224	2
46292263	1
46292448	6
46292475	2
46292738	1
46292787	2
46292833	2
46292835	2
46293104	6
46293105	1
46293424	2
46293440	2
46293489	6
46293516	2
46293549	1
46293595	2
46294215	1
46294223	2
46294225	2
46294226	2
46294238	2
46294482	1
46294522	6
46294538	2
46294552	1
46294564	1
46294739	1
46294805	2
46294883	1
46294888	2
46295163	1
46295164	2
46295215	1
46295268	1
46295344	1
46295436	2
46295441	2
46295574	6
46295700	1
46295896	2
46295961	1
46295980	2
46296030	1
46296084	1
46296583	1
46296955	1
46297121	1
46297300	1
46297523	2
46297860	2
46297906	1
46297967	1
46298047	1
46298164	6
46298190	1
46298616	2
46298650	1
46298897	4
46298904	0
46299086	5
46299492	1
46299576	1
46299631	2
46299888	1
46299916	1
46300113	1
46300120	1
46300402	2
46300500	1
46300617	0
46300751	1
46300767	5
46301062	4
46301105	4
46301305	1
46301351	0
46301730	1
46301753	1
46301782	1
46301809	1
46301823	5
46301947	6
46301948	5
46302448	0
46302507	2
46302520	2
46302571	5
46302610	6
46302619	5
46302754	4
46302798	1
46302886	1
46303086	2
46303202	1
46303266	1
46303289	1
46303739	1
46303770	1
46303801	5
46303926	1
46304152	1
46304419	4
46304596	1
46304918	1
46304975	6
46305067	1
46305163	1
46305187	1
46305205	5
46305266	1
46305338	1
46305610	5
46305634	2
46305673	5
46305748	5
46305822	1
46305962	2
46306211	1
46306249	4
46306829	5
46306918	2
46307052	6
46307529	2
46307591	1
46307616	4
46307762	2
46307871	5
46308025	6
46308193	5
46308481	3
46309064	1
46309191	6
46309202	6
46309406	2
46309416	2
46309864	1
46309866	1
46310417	0
46311744	0
46312219	2
46312401	6
46312422	2
46312510	2
46312551	3
46313304	2
46313351	3
46313834	2
46313894	3
46314071	2
46314139	6
46314194	2
46314496	6
46314517	1
46314527	1
46314581	2
46314601	1
46314857	2
46314880	7
46315071	2
46315079	2
46315093	2
46315320	3
46315343	1
46315347	2
46315384	5
46315539	1
46315577	1
46315620	1
46315683	2
46315913	1
46315972	2
46316206	1
46316268	1
46316272	2
46316295	2
46316369	6
46316576	1
46316610	1
46316613	2
46316620	1
46316622	2
46316672	2
46316897	5
46316968	2
46317046	2
46317060	2
46317091	2
46317098	2
46317361	1
46317391	1
46317418	7
46317444	1
46317514	2
46317730	1
46317736	1
46317773	1
46317787	2
46317881	1
46318227	1
46318249	1
46318311	1
46318353	0
46318373	6
46318470	2
46318788	2
46318968	5
46319346	4
46319441	2
46319634	1
46320031	3
46320103	3
46320779	1
46320823	5
46320905	0
46321144	2
46321188	1
46321303	1
46321318	2
46321324	1
46321738	2
46321771	0
46321790	1
46321962	1
46322057	1
46322417	2
46322468	1
46322469	1
46322995	6
46323173	1
46323199	2
46323213	1
46323228	1
46323485	1
46323748	1
46323844	1
46323913	1
46323942	1
46324255	1
46324298	4
46324512	1
46324621	6
46324912	1
46324986	1
46325163	7
46325756	5
46325758	1
46325800	0
46325803	1
46326238	4
46326264	4
46326272	4
46326445	6
46326446	6
46326701	2
46327002	2
46327350	4
46327358	2
46327661	1
46327687	6
46327713	1
46327862	2
46327962	1
46328570	5
46328669	5
46328688	5
46329003	5
46329068	1
46329143	1
46329179	2
46329301	1
46329370	1
46329431	1
46329434	1
46329473	1
46329522	5
46330056	1
46330141	1
46330813	2
46330891	2
46331198	5
46331434	5
46331478	2
46331569	2
46331693	3
46331742	3
46331747	2
46332013	2
46332361	6
46332395	2
46332441	3
46332689	2
46332726	3
46332784	6
46333062	2
46333079	3
46333139	5
46333429	0
46333500	0
46333531	1
46333741	0
46333873	0
46335049	6
46335141	0
46335158	5
46335273	6
46335291	2
46335587	2
46335719	2
46336575	3
46337454	2
46337678	2
46337931	1
46337995	2
46338102	2
46338427	1
46338449	2
46338467	1
46338883	2
46338887	5
46339123	7
46339195	3
46339288	2
46339588	2
46339733	2
46339735	3
46339760	1
46339763	2
46339835	7
46340317	1
46340352	2
46340399	1
46340419	1
46340460	2
46340495	6
46340499	3
46340514	2
46340545	2
46340587	2
46340588	5
46340589	2
46340610	2
46340657	1
46340706	1
46340732	1
46340965	5
46341098	1
46341166	6
46341194	1
46341234	1
46341254	2
46341278	2
46341279	6
46341354	1
46341361	1
46341383	3
46341402	1
46341414	1
46341416	3
46341425	1
46341429	0
46341545	1
46341828	1
46342027	1
46342089	1
46342090	3
46342110	2
46342127	2
46342186	1
46342275	0
46342324	6
46342638	1
46342730	2
46343236	1
46343343	1
46343851	1
46343871	1
46343904	4
46344208	2
46344254	1
46344606	2
46344625	2
46344660	3
46345026	1
46345074	1
46345144	1
46345150	3
46345429	3
46345476	1
46345543	2
46345631	1
46345808	1
46345994	2
46346000	1
46346018	1
46346023	1
46346088	2
46346221	4
46346241	0
46346250	0
46346262	0
46346414	3
46346577	6
46346795	0
46347548	2
46347825	1
46348120	2
46348455	1
46348456	1
46348481	1
46348528	1
46348638	1
46348639	2
46348700	1
46349279	1
46349392	1
46349456	1
46349468	1
46349478	0
46349512	1
46349525	1
46349571	1
46350258	7
46350920	4
46351366	1
46351423	1
46351499	6
46351519	1
46351520	4
46351526	4
46351536	2
46351995	1
46352055	1
46352483	6
46352617	5
46353075	6
46353140	4
46353145	1
46353208	5
46353438	2
46353649	5
46354366	6
46354754	6
46354781	0
46354788	4
46354805	1
46354999	2
46355137	3
46355226	2
46355282	2
46355342	3
46355345	5
46355441	1
46355698	2
46355954	1
46355975	2
46356024	2
46356036	7
46356124	1
46356240	2
46356450	2
46356637	1
46356781	6
46356919	1
46357141	1
46357214	0
46357267	1
46357313	2
46357334	1
46357449	1
46357464	0
46357467	1
46357714	0
46357962	0
46358759	2
46358788	4
46359310	6
46360502	6
46360515	2
46360705	2
46360726	2
46360734	6
46361659	5
46361695	6
46361806	2
46362198	2
46362384	2
46362642	0
46362686	2
46362771	3
46363050	3
46363066	1
46363159	2
46363170	3
46363619	2
46363635	2
46363692	2
46363788	2
46364044	1
46364109	2
46364147	1
46364195	1
46364244	1
46364252	6
46364271	2
46364337	1
46364387	6
46364411	5
46364507	1
46364523	1
46364862	6
46364909	1
46364934	2
46365071	1
46365101	1
46365112	1
46365113	1
46365146	1
46365438	1
46365446	1
46365450	1
46365479	1
46365568	1
46365648	1
46365676	1
46365690	3
46365692	2
46365728	1
46365764	1
46366320	1
46366465	2
46366548	1
46366613	1
46366818	5
46367170	5
46367237	4
46367267	1
46367400	2
46367530	1
46367576	1
46367684	1
46367806	1
46368030	1
46368256	1
46368390	1
46368544	5
46368613	6
46368617	1
46368790	5
46368799	5
46368817	1
46368904	2
46368988	2
46369326	5
46369426	5
46369449	3
46369553	0
46369585	4
46369586	4
46369817	1
46370520	6
46370910	1
46371201	1
46371475	1
46371511	4
46371957	2
46371980	2
46372153	6
46372387	1
46372427	1
46372724	5
46372872	7
46372916	2
46373179	4
46373201	4
46373376	6
46373614	2
46373878	2
46373930	5
46373996	1
46374032	1
46374109	6
46374236	0
46374361	1
46374452	1
46374464	2
46374513	1
46374517	6
46374702	5
46375504	1
46375671	1
46375797	1
46376074	1
46376401	6
46377021	5
46377201	6
46377240	0
46377357	5
46377443	5
46377984	2
46378018	2
46378316	6
46378532	0
46379078	2
46379531	1
46380998	1
46381006	1
46382831	6
46383560	6
46383676	6
46383701	2
46385051	6
46385255	6
46385263	5
46385268	6
46385634	6
46385650	2
46385665	2
46385789	2
46385823	3
46385870	2
46386197	7
46386336	6
46386373	2
46386374	4
46386745	2
46386843	2
46387329	1
46387337	2
46387442	2
46387454	1
46387857	2
46387867	2
46387870	2
46387929	2
46387950	2
46387959	1
46388322	2
46388404	2
46388413	1
46388420	1
46388439	1
46388648	1
46388702	2
46388707	1
46388713	2
46388714	2
46388747	1
46388763	2
46388842	1
46388888	1
46388903	1
46389407	2
46389471	1
46389536	1
46389538	1
46389639	1
46389658	1
46389670	1
46389689	1
46389718	1
46390012	5
46390036	2
46390075	2
46390080	2
46390138	1
46390200	2
46390260	1
46390293	2
46390357	0
46390392	1
46390809	1
46390813	1
46390934	2
46391121	1
46391161	1
46391178	1
46391196	2
46391217	1
46391228	1
46391230	2
46391241	2
46391339	1
46391541	1
46391860	1
46392190	2
46392315	6
46392323	1
46392511	1
46392584	1
46392625	1
46392905	1
46392950	3
46392968	3
46392977	3
46393004	3
46393580	1
46394170	1
46394196	6
46394245	1
46394266	1
46394334	1
46394353	1
46394382	2
46394424	1
46394445	5
46394495	1
46395072	3
46395076	0
46395277	1
46395501	1
46396454	1
46396684	2
46396781	1
46396853	1
46396906	1
46396941	2
46396958	1
46396963	1
46397164	4
46397755	1
46397873	5
46398916	4
46399214	6
46399219	6
46399362	6
46399605	5
46399940	1
46400016	5
46400242	2
46400278	1
46400442	2
46400507	0
46400536	1
46400574	1
46400576	4
46400717	5
46400754	1
46400886	1
46401053	2
46401147	0
46401189	1
46401364	1
46401541	1
46401948	1
46401987	1
46401988	4
46401990	4
46402008	1
46403400	2
46403701	2
46403722	2
46403987	2
46404063	2
46404175	5
46404240	3
46404604	2
46405051	1
46405276	2
46405283	6
46405509	2
46405791	5
46405855	1
46405877	1
46405881	1
46405885	1
46406060	3
46407227	6
46407780	6
46407854	3
46408031	6
46408048	6
46408424	2
46408505	2
46408692	5
46409215	1
46409816	2
46409820	2
46409841	2
46410000	6
46410415	2
46410520	2
46410697	3
46410829	1
46410864	3
46410865	2
46410885	1
46410953	3
46411102	2
46411327	1
46411394	2
46411410	3
46411414	1
46411453	2
46411653	6
46411760	2
46411979	2
46412006	2
46412013	3
46412039	3
46412089	4
46412182	1
46412247	2
46412267	2
46412519	1
46412837	0
46412841	2
46412910	2
46412943	2
46412965	2
46412994	2
46413054	1
46413056	2
46413202	1
46413231	6
46413381	5
46413440	2
46413523	2
46413529	1
46413566	5
46413578	2
46413662	1
46413685	1
46413768	1
46413769	1
46413803	6
46413832	1
46413961	6
46413969	1
46414237	4
46414383	2
46414749	3
46414750	2
46414805	1
46414896	2
46414971	2
46415057	0
46415058	1
46415070	2
46415086	1
46415094	3
46415153	2
46415157	2
46415171	2
46415194	1
46415205	2
46415599	1
46415804	1
46415951	1
46415978	6
46417120	2
46417528	4
46417580	3
46418010	1
46418077	1
46418276	1
46418354	5
46418676	1
46418745	6
46418752	1
46419211	1
46419427	5
46419465	3
46419718	5
46420138	1
46420160	1
46420223	1
46420279	1
46420469	2
46420474	1
46420604	4
46420618	4
46420624	0
46420626	4
46420658	0
46420677	3
46420963	1
46421360	0
46421525	2
46422269	2
46422318	5
46422438	5
46422620	1
46422734	1
46422896	4
46422903	4
46422930	5
46423248	1
46423337	2
46423340	1
46423382	5
46423415	1
46423619	6
46423852	5
46424040	2
46424562	5
46424764	2
46424878	2
46424889	6
46425049	4
46425318	6
46425616	5
46426081	4
46426381	6
46426419	1
46426573	1
46426583	4
46426589	1
46426627	1
46426675	2
46426900	1
46427047	6
46427222	1
46427405	2
46427478	2
46427540	6
46427713	1
46427816	6
46428051	4
46428052	0
46428057	1
46428070	4
46428139	6
46428325	1
46428444	1
46428490	5
46428546	5
46428602	2
46428781	1
46429213	6
46429291	5
46429438	1
46429467	1
46429485	2
46429639	1
46429842	2
46430211	5
46430251	2
46430429	2
46430442	1
46430458	1
46430555	3
46430702	0
46430985	2
46431108	6
46431126	0
46431417	1
46431627	3
46431874	3
46432436	1
46432703	0
46432879	0
46433046	2
46433239	0
46434516	7
46434613	2
46435021	2
46435172	6
46435205	6
46435210	6
46435268	1
46435595	2
46435844	0
46435893	2
46437052	2
46437093	0
46437236	2
46437241	6
46437554	2
46437558	2
46437594	4
46438011	3
46438106	1
46438201	2
46438210	2
46438211	2
46438574	1
46438597	6
46438640	1
46438656	3
46438700	3
46438731	2
46438750	2
46439005	1
46439013	1
46439074	1
46439104	1
46439105	1
46439314	2
46439315	1
46439330	3
46439336	1
46439376	1
46439381	2
46439498	2
46439621	2
46439660	6
46439674	2
46439697	1
46439698	2
46439710	1
46439724	2
46439820	3
46439847	1
46439850	2
46439925	1
46440053	6
46440085	1
46440231	1
46440339	1
46440351	2
46440389	1
46440410	2
46440411	1
46440449	2
46440481	6
46440538	1
46440568	1
46440595	1
46440651	2
46440843	4
46440898	2
46440904	1
46441071	2
46441359	1
46441366	1
46441388	1
46441404	2
46441450	6
46441452	1
46441535	1
46441705	2
46442093	2
46442111	1
46442169	5
46442194	6
46442573	6
46442742	6
46443012	1
46443096	3
46443100	6
46443112	3
46443355	2
46443559	1
46443704	1
46443736	0
46444217	0
46444238	6
46444323	1
46444384	1
46444638	1
46444643	1
46444712	6
46444819	2
46444905	5
46445099	2
46445106	1
46445233	1
46445355	1
46445381	3
46445392	0
46445409	4
46445485	3
46445529	6
46445554	6
46445579	2
46446211	6
46446221	1
46446255	1
46446327	1
46446373	1
46446594	5
46446669	1
46446748	5
46446763	6
46446887	5
46447087	5
46447128	0
46447595	2
46447731	2
46447798	6
46447860	5
46447953	3
46447954	5
46447962	3
46448083	6
46448166	2
46448181	6
46448361	1
46448387	2
46448654	6
46448729	1
46448798	5
46449136	5
46449326	5
46449420	0
46449853	4
46449857	4
46449955	1
46450218	2
46450379	2
46450636	2
46450923	5
46450946	6
46451055	1
46451226	2
46451256	4
46451260	3
46451262	1
46451267	1
46451458	2
46451767	1
46452091	3
46452271	1
46452421	5
46452503	1
46452735	0
46452741	4
46452743	1
46452747	1
46452809	5
46453824	3
46454126	4
46454148	4
46454155	4
46454169	1
46454320	3
46454465	3
46454572	5
46454737	2
46454846	3
46454868	2
46454970	5
46455052	3
46455085	2
46455258	2
46455278	6
46455997	6
46455999	6
46456005	6
46456357	3
46456749	1
46457434	0
46457941	2
46458405	6
46458765	6
46458854	2
46458910	2
46459579	3
46459833	3
46460054	0
46460069	2
46460164	2
46460173	2
46460828	2
46461020	0
46461965	3
46461967	2
46461971	2
46461977	2
46462112	3
46462389	1
46462550	1
46462577	2
46462944	3
46462955	2
46463079	2
46463152	1
46463161	2
46463177	2
46463215	3
46463287	1
46463288	1
46463311	1
46463655	1
46463696	1
46463697	1
46463708	1
46463812	1
46464173	1
46464277	3
46464303	1
46464339	2
46464375	1
46464434	2
46464496	2
46464501	2
46464572	2
46464586	1
46464604	2
46464841	0
46464875	1
46464894	3
46464992	6
46464997	6
46465075	2
46465142	3
46465161	2
46465171	6
46465200	1
46465236	2
46465262	2
46465315	2
46465324	3
46465455	1
46465695	1
46465712	2
46465848	1
46465925	1
46466095	3
46466220	5
46466230	1
46466302	1
46466352	2
46466377	2
46466392	5
46466410	1
46466497	0
46466772	2
46466873	1
46466890	3
46466924	3
46467033	6
46467272	7
46467306	3
46467455	2
46467462	3
46467586	1
46467953	1
46468494	1
46468522	3
46468532	3
46468594	3
46468614	3
46468648	3
46468762	1
46468951	3
46469062	1
46469122	2
46469124	1
46469179	2
46469259	2
46469261	6
46469311	7
46469722	1
46469860	5
46469975	6
46469993	2
46470441	1
46470512	1
46470562	3
46470581	1
46470598	1
46470775	1
46470911	1
46470939	0
46470945	0
46470953	1
46471115	4
46471195	2
46471350	5
46471358	2
46471552	1
46471656	5
46472041	1
46472129	2
46472187	1
46472190	0
46472270	1
46472388	1
46472502	1
46472596	0
46473137	0
46473151	4
46473446	2
46474212	5
46474962	4
46474965	4
46475105	1
46475151	6
46475267	6
46475510	1
46475633	1
46475985	5
46476049	5
46476207	1
46476541	1
46476675	4
46476677	4
46476693	1
46476701	1
46477720	2
46478115	1
46478152	6
46478342	1
46478769	1
46478822	1
46479325	1
46479361	2
46479444	2
46479958	0
46480002	4
46480015	2
46480086	1
46480355	3
46480364	1
46480498	4
46480769	2
46480825	2
46481077	6
46481189	3
46481282	2
46481283	2
46481838	1
46481992	0
46482416	2
46482543	2
46482618	2
46482805	1
46482806	0
46482810	1
46482893	2
46484730	6
46486068	6
46486087	3
46486906	3
46487434	2
46487883	3
46487917	3
46487918	2
46488410	3
46488522	2
46488806	2
46488810	2
46488811	1
46488832	1
46488892	1
46488958	1
46488972	2
46488983	1
46488987	2
46489270	7
46489315	2
46489346	5
46489758	1
46489781	1
46489903	1
46489983	1
46490012	1
46490040	1
46490435	2
46490456	2
46490599	1
46490973	4
46490975	1
46490980	1
46491010	1
46491029	2
46491112	1
46491218	2
46491869	2
46491921	2
46492415	5
46492462	2
46492561	2
46492660	1
46492772	1
46492924	4
46492932	3
46492945	4
46492981	3
46493029	3
46493327	1
46493540	1
46493889	1
46493907	5
46493932	5
46493962	6
46493978	1
46494363	6
46494592	5
46494747	1
46495477	4
46495482	4
46495537	0
46495575	1
46495585	3
46495602	3
46495625	1
46495694	2
46496364	5
46496408	6
46496559	1
46496706	0
46497058	1
46497110	2
46497276	1
46497401	1
46497431	1
46497566	4
46497814	0
46497972	2
46498175	0
46498367	1
46498479	5
46498532	2
46498758	2
46499060	1
46499253	5
46499296	0
46499537	6
46500171	2
46500358	4
46500464	2
46500857	1
46500914	2
46500986	1
46500989	4
46501022	1
46501310	1
46501590	5
46501869	2
46502505	1
46502561	2
46502723	6
46502770	6
46502958	6
46503030	6
46503180	1
46503202	1
46503378	1
46503697	5
46503726	5
46503953	4
46504751	2
46504921	7
46504964	2
46505225	0
46505226	1
46505231	0
46505261	1
46505352	2
46505527	2
46505785	2
46505842	6
46506007	0
46506018	1
46506034	1
46506585	2
46507927	2
46509918	0
46511459	0
46511940	2
46512065	2
46512836	2
46512871	6
46513046	1
46513067	3
46513104	6
46513114	6
46513220	7
46513516	6
46513743	6
46513917	2
46513920	2
46513990	3
46514251	2
46514296	2
46514334	1
46514574	2
46514681	3
46514693	3
46514827	2
46514854	3
46514876	2
46514906	2
46515198	6
46515224	1
46515332	2
46515365	6
46515380	2
46515412	2
46515416	2
46515452	1
46515458	3
46515721	1
46515952	2
46515988	2
46516045	1
46516085	6
46516108	2
46516152	2
46516167	2
46516207	1
46516208	2
46516453	1
46516553	1
46516576	2
46516662	1
46516663	2
46516690	2
46516703	1
46516705	5
46516731	1
46516751	7
46516793	1
46516837	1
46516893	1
46516954	1
46517190	3
46517205	4
46517219	1
46517297	1
46517310	1
46517336	2
46517350	1
46517522	4
46517541	1
46517601	2
46517614	3
46517626	1
46517657	2
46517658	1
46517710	1
46517712	1
46517835	1
46517853	2
46518123	2
46518276	1
46518374	1
46518456	1
46518487	1
46518654	1
46518748	5
46518842	3
46519311	6
46519403	1
46519771	6
46519854	5
46519857	0
46519877	2
46519897	1
46519932	3
46520076	2
46520188	1
46520276	2
46520419	5
46520430	5
46520452	1
46520488	1
46520554	2
46521011	6
46521105	2
46521220	1
46521221	0
46521316	1
46521408	1
46521471	2
46521823	1
46522253	5
46522301	3
46522342	4
46522403	0
46522413	0
46522458	3
46522479	3
46522867	5
46522880	2
46523325	1
46523333	1
46523395	1
46523591	1
46523592	5
46523646	1
46523769	1
46523944	2
46524009	1
46524178	0
46524368	1
46524600	0
46524605	4
46524612	4
46524834	3
46524863	0
46525289	5
46525702	5
46526641	4
46526675	3
46526709	3
46526759	2
46526869	6
47043185	1
47043414	3
47043602	3
47043660	3
47043721	3
47043722	3
47043760	3
47043802	3
47043813	2
47043863	3
47044071	3
47044092	3
47044119	3
47044257	2
47044282	2
47044313	2
47044866	3
47045009	3
47045089	5
47045149	3
47045380	3
47045813	0
47045901	3
47045940	2
47045991	3
47046061	2
47046338	3
47046812	5
47046844	3
47046908	3
47047091	1
47049568	3
47049749	6
47050258	5
47050423	2
47050430	6
47051356	1
47051411	6
47051675	3
47051771	2
47051848	7
47052417	6
47052556	3
47052567	6
47053154	2
47053155	2
47053871	3
47053913	6
47054228	1
47054253	3
47054263	1
47054421	1
47054430	3
47054467	3
47054491	3
47054493	2
47054500	3
47054557	2
47054558	3
47054618	2
47054633	6
47054634	2
47054644	3
47054645	2
47054654	2
47054665	3
47054670	1
47054680	3
47054755	2
47054913	2
47054916	2
47054917	1
47054971	2
47054998	1
47055037	1
47055075	2
47055087	3
47055344	2
47055348	1
47055366	2
47055461	2
47055536	1
47055565	1
47055578	0
47055820	3
47055859	3
47055941	3
47055945	1
47055982	3
47055992	3
47056281	5
47056343	1
47056358	2
47056372	1
47056386	1
47056399	1
47056424	2
47056454	3
47056534	2
47056535	1
47056647	1
47056662	1
47057067	2
47057088	5
47057096	2
47057149	1
47057172	5
47057205	2
47057236	1
47057279	1
47057290	5
47057337	1
47057378	1
47057417	1
47057465	5
47057799	1
47057865	3
47057873	1
47057875	2
47057901	2
47058054	5
47058105	5
47058388	2
47058401	3
47058442	1
47058504	5
47058519	5
47058561	5
47058569	1
47058573	1
47058605	1
47058640	3
47058688	1
47058716	1
47058727	1
47058862	3
47059210	1
47059550	6
47059650	1
47059716	1
47059938	1
47059940	5
47060088	3
47060679	5
47060793	6
47060915	1
47060917	5
47061205	5
47061460	6
47061590	6
47061898	1
47062326	6
47062527	2
47062562	2
47062926	2
47062938	0
47062940	4
47063083	4
47063110	3
47063146	3
47063322	1
47063342	1
47063586	1
47063640	1
47064990	1
47065126	1
47065300	2
47065557	4
47065618	4
47065648	3
47065688	0
47065895	1
47066125	2
47066217	3
47066423	4
47066488	7
47066601	2
47066992	5
47067411	1
47067648	4
47067822	6
47067897	3
47067902	3
47068726	5
47068760	5
47068972	1
47068973	6
47069041	6
47069368	1
47069373	2
47069471	1
47069603	0
47069628	1
47069638	1
47069648	3
47069673	3
47069711	3
47070129	5
47070996	5
47071160	6
47071392	4
47071397	4
47071429	3
47071522	3
47071806	2
47072016	2
47072200	2
47072510	2
47073052	6
47073185	1
47073211	4
47073494	3
47073752	3
47073761	3
47073862	3
47073889	3
47073972	5
47074213	3
47074236	3
47074259	5
47074286	3
47074313	5
47074453	0
47074534	3
47074540	3
47074623	3
47074700	2
47074743	3
47074756	2
47074758	5
47074788	2
47074893	1
47074925	3
47075179	3
47075194	3
47075361	3
47075374	3
47075440	2
47075791	0
47075826	3
47075837	2
47075846	2
47075866	2
47075937	2
47075951	3
47075997	2
47076159	2
47076321	1
47076341	3
47076918	3
47077173	2
47077254	1
47077674	3
47077770	0
47077840	3
47077853	3
47077976	1
47078008	3
