id	signal
46287433	0
46288062	7
46288813	3
46288923	2
46288925	1
46289319	8
46289322	6
46289327	2
46289365	3
46289556	2
46289610	4
46289899	1
46290313	5
46290524	3
46290594	3
46290870	6
46291067	8
46291094	6
46291445	0
46291681	5
46291725	8
46291725	9
46291765	6
46291771	3
46291919	5
46291937	9
46291943	7
46292165	4
46292167	6
46292172	8
46292180	8
46292182	3
46292184	6
46292224	8
46292263	3
46292448	9
46292475	8
46292738	5
46292787	5
46292833	8
46292835	5
46293104	1
46293105	2
46293424	8
46293440	8
46293474	5
46293489	2
46293516	7
46293549	0
46293595	3
46294215	3
46294220	7
46294223	5
46294225	5
46294226	4
46294238	3
46294332	9
46294481	9
46294482	2
46294515	1
46294522	2
46294538	8
46294552	4
46294564	5
46294737	4
46294739	2
46294805	6
46294878	3
46294883	6
46294888	5
46295163	5
46295164	9
46295164	9
46295215	4
46295226	1
46295262	5
46295268	5
46295344	4
46295418	8
46295436	8
46295441	8
46295574	7
46295700	6
46295896	5
46295961	2
46295980	1
46296030	2
46296084	3
46296414	5
46296583	0
46296777	5
46296955	6
46297121	7
46297300	6
46297339	1
46297523	6
46297860	6
46297906	1
46297967	6
46298047	1
46298092	8
46298164	7
46298190	3
46298240	4
46298500	5
46298616	0
46298650	2
46298897	4
46298902	2
46298904	2
46298944	1
46299028	4
46299086	0
46299335	6
46299492	6
46299532	8
46299576	3
46299631	5
46299862	9
46299888	2
46299916	6
46300113	1
46300120	3
46300402	5
46300474	4
46300500	7
46300617	1
46300751	1
46300767	1
46301062	4
46301105	5
46301111	4
46301305	6
46301351	6
46301450	4
46301475	7
46301634	8
46301730	6
46301753	3
46301782	5
46301809	5
46301823	7
46301947	7
46301948	1
46302448	0
46302507	9
46302520	2
46302571	5
46302587	7
46302610	1
46302619	1
46302754	2
46302798	5
46302886	4
46303077	6
46303086	6
46303202	6
46303266	1
46303289	2
46303739	4
46303770	2
46303801	6
46303926	7
46304152	2
46304314	0
46304419	7
46304596	5
46304918	5
46304975	4
46305067	6
46305163	6
46305187	3
46305205	8
46305266	4
46305338	2
46305610	6
46305634	8
46305673	7
46305748	8
46305822	6
46305883	8
46305962	8
46306211	3
46306249	6
46306771	6
46306829	8
46306918	9
46307052	0
46307529	7
46307591	3
46307592	1
46307616	3
46307762	8
46307871	0
46308018	1
46308025	7
46308070	8
46308193	0
46308288	7
46308481	3
46308638	1
46309049	4
46309055	3
46309064	3
46309069	7
46309191	2
46309202	4
46309406	5
46309416	6
46309626	5
46309864	4
46309866	4
46310022	7
46310417	0
46311721	1
46311744	3
46311776	5
46312219	9
46312401	9
46312422	7
46312482	3
46312510	6
46312551	8
46313013	1
46313304	1
46313351	1
46313628	4
46313834	2
46313894	3
46313915	8
46314071	0
46314139	1
46314194	7
46314496	6
46314517	0
46314519	6
46314527	4
46314581	10
46314601	4
46314857	8
46314880	6
46315071	7
46315079	3
46315093	7
46315320	8
46315343	0
46315347	8
46315384	0
46315539	5
46315577	0
46315620	1
46315683	5
46315913	4
46315972	2
46316206	6
46316268	4
46316272	8
46316291	7
46316295	7
46316369	5
46316511	6
46316576	1
46316610	6
46316613	8
46316620	6
46316622	4
46316647	7
46316649	9
46316672	9
46316721	5
46316722	0
46316742	8
46316746	3
46316897	8
46316968	6
46316971	8
46317046	6
46317060	3
46317091	1
46317097	9
46317098	5
46317338	1
46317361	3
46317391	4
46317418	6
46317444	5
46317514	4
46317517	1
46317730	2
46317736	4
46317773	1
46317787	8
46317881	3
46318205	8
46318227	6
46318249	7
46318311	2
46318324	9
46318353	4
46318373	0
46318469	0
46318470	6
46318788	3
46318968	1
46319346	8
46319441	8
46319587	2
46319634	2
46320031	3
46320103	5
46320114	6
46320779	4
46320823	6
46320905	0
46321144	5
46321147	0
46321188	6
46321303	2
46321318	5
46321324	3
46321369	2
46321381	1
46321561	3
46321738	1
46321771	0
46321790	4
46321962	2
46322057	3
46322417	6
46322468	7
46322469	1
46322533	6
46322792	2
46322805	6
46322995	9
46323173	1
46323199	0
46323213	2
46323228	4
46323485	4
46323522	5
46323539	8
46323748	3
46323844	5
46323913	2
46323914	0
46323942	0
46324094	4
46324235	5
46324255	3
46324298	3
46324512	3
46324621	2
46324633	4
46324912	2
46324986	1
46325163	4
46325468	5
46325756	0
46325758	4
46325800	0
46325803	4
46326041	3
46326097	1
46326238	3
46326264	6
46326272	4
46326439	5
46326445	5
46326446	3
46326701	6
46327002	9
46327040	7
46327289	0
46327350	3
46327358	2
46327661	3
46327687	1
46327713	6
46327730	6
46327862	4
46327962	4
46328040	2
46328570	7
46328669	7
46328688	7
46328751	7
46328802	6
46329003	6
46329014	4
46329068	1
46329143	4
46329179	3
46329301	5
46329370	3
46329431	6
46329431	7
46329434	4
46329473	3
46329522	4
46329552	3
46330056	5
46330100	3
46330141	4
46330576	4
46330813	8
46330863	4
46330891	6
46331198	8
46331389	2
46331416	0
46331434	0
46331455	2
46331478	8
46331569	6
46331625	3
46331627	9
46331660	0
46331693	1
46331742	6
46331747	1
46332013	6
46332361	1
46332395	10
46332441	1
46332459	7
46332465	1
46332553	5
46332689	6
46332726	1
46332784	6
46332786	3
46333062	1
46333079	6
46333139	1
46333346	1
46333429	0
46333500	1
46333531	1
46333741	0
46333873	1
46334695	5
46335049	8
46335141	3
46335158	9
46335273	1
46335291	6
46335587	1
46335719	4
46336575	7
46337215	1
46337454	3
46337678	6
46337931	7
46337995	5
46338089	5
46338102	9
46338427	8
46338449	0
46338467	5
46338883	9
46338887	7
46339022	6
46339123	6
46339195	3
46339288	6
46339334	7
46339335	6
46339588	8
46339603	8
46339733	9
46339735	0
46339758	6
46339760	0
46339763	3
46339835	6
46340107	10
46340317	1
46340352	9
46340399	6
46340419	0
46340460	5
46340475	5
46340494	9
46340495	5
46340499	7
46340514	8
46340545	0
46340587	4
46340588	0
46340589	8
46340610	5
46340657	1
46340706	7
46340732	0
46340965	0
46341098	3
46341166	3
46341194	0
46341234	7
46341254	5
46341278	8
46341279	2
46341352	3
46341354	8
46341361	2
46341383	8
46341402	3
46341414	2
46341416	9
46341425	4
46341429	2
46341545	2
46341724	8
46341828	4
46341959	2
46342013	8
46342027	3
46342089	0
46342090	2
46342110	8
46342127	7
46342186	7
46342275	5
46342324	1
46342638	3
46342650	9
46342686	6
46342730	1
46343236	3
46343343	3
46343625	1
46343851	2
46343871	5
46343904	6
46344208	1
46344208	2
46344254	3
46344520	6
46344606	2
46344625	4
46344660	5
46344733	3
46345026	3
46345074	3
46345087	6
46345144	1
46345150	7
46345184	0
46345315	4
46345429	6
46345476	3
46345543	7
46345631	3
46345808	2
46345994	3
46346000	4
46346018	3
46346023	6
46346037	2
46346088	1
46346116	1
46346221	7
46346241	2
46346250	2
46346262	2
46346414	6
46346577	0
46346795	0
46347548	2
46347825	3
46348120	8
46348225	6
46348455	4
46348456	5
46348481	6
46348528	3
46348638	2
46348639	5
46348700	4
46348823	4
46349279	1
46349392	3
46349456	1
46349468	4
46349478	0
46349512	6
46349525	1
46349571	5
46349963	3
46350258	5
46350313	1
46350920	4
46351230	3
46351366	3
46351423	4
46351499	0
46351519	3
46351520	3
46351526	1
46351536	7
46351541	4
46351995	6
46352055	8
46352483	2
46352617	6
46353063	9
46353075	4
46353140	2
46353145	2
46353208	7
46353438	8
46353649	7
46354366	7
46354457	0
46354754	5
46354781	1
46354782	0
46354788	2
46354789	3
46354805	2
46354999	7
46355137	7
46355226	8
46355282	8
46355342	1
46355345	1
46355441	2
46355532	5
46355698	1
46355774	3
46355954	5
46355975	1
46356024	5
46356036	4
46356124	2
46356167	4
46356240	9
46356450	4
46356637	7
46356710	6
46356781	3
46356919	5
46357141	5
46357214	1
46357267	3
46357281	0
46357313	1
46357334	2
46357388	1
46357449	3
46357463	5
46357464	0
46357467	3
46357714	0
46357962	0
46358759	5
46358788	8
46359310	7
46360502	6
46360515	6
46360705	6
46360726	7
46360734	0
46361659	9
46361695	1
46361806	7
46362198	8
46362348	7
46362384	8
46362384	9
46362642	3
46362686	0
46362770	4
46362771	5
46363050	2
46363066	6
46363159	7
46363170	1
46363619	5
46363623	9
46363634	6
46363635	7
46363664	8
46363692	7
46363788	4
46363788	5
46364044	7
46364109	7
46364111	7
46364138	3
46364147	2
46364182	3
46364195	2
46364244	5
46364252	1
46364271	7
46364334	7
46364337	3
46364387	2
46364411	8
46364507	5
46364523	1
46364862	8
46364909	3
46364934	3
46364964	7
46365071	2
46365101	2
46365109	1
46365112	4
46365113	5
46365146	4
46365438	3
46365446	2
46365450	2
46365459	4
46365465	2
46365479	4
46365546	2
46365568	5
46365648	4
46365676	5
46365690	10
46365692	7
46365728	2
46365764	4
46365790	5
46366017	8
46366320	5
46366463	1
46366465	1
46366548	5
46366613	5
46366818	6
46367170	6
46367237	3
46367267	3
46367285	5
46367292	5
46367400	9
46367530	4
46367576	4
46367684	3
46367795	6
46367806	7
46368030	3
46368230	6
46368256	6
46368390	2
46368406	5
46368544	6
46368613	0
46368617	7
46368790	8
46368799	0
46368817	1
46368904	4
46368988	2
46369326	2
46369426	1
46369449	3
46369553	2
46369585	1
46369586	2
46369817	6
46370520	2
46370564	5
46370776	2
46370910	4
46371201	3
46371475	2
46371511	3
46371957	6
46371980	2
46372153	0
46372387	2
46372427	3
46372724	7
46372872	0
46372916	6
46373179	2
46373201	4
46373376	2
46373614	6
46373878	9
46373878	9
46373930	8
46373996	4
46374032	2
46374109	2
46374236	9
46374309	2
46374361	4
46374452	5
46374464	9
46374492	5
46374513	6
46374517	5
46374702	5
46374712	3
46375105	7
46375448	6
46375504	4
46375671	2
46375797	5
46375916	4
46376074	5
46376081	0
46376372	2
46376401	1
46377021	0
46377201	3
46377240	3
46377357	6
46377443	3
46377984	7
46378018	8
46378188	8
46378316	0
46378475	2
46378532	0
46379078	6
46379531	6
46379652	3
46380998	9
46381006	7
46382308	0
46382831	1
46383339	2
46383560	3
46383676	2
46383701	3
46384827	4
46385051	9
46385255	2
46385263	1
46385268	0
46385292	1
46385634	1
46385650	6
46385665	9
46385789	8
46385823	6
46385870	6
46385880	4
46386197	3
46386215	1
46386336	6
46386373	8
46386374	5
46386745	6
46386843	5
46387329	0
46387337	4
46387442	6
46387454	7
46387857	7
46387863	3
46387864	7
46387867	8
46387870	7
46387929	2
46387950	8
46387951	7
46387959	6
46388299	9
46388315	9
46388320	8
46388322	1
46388404	2
46388413	1
46388420	7
46388439	2
46388648	1
46388702	9
46388707	6
46388713	8
46388714	7
46388734	6
46388747	2
46388763	6
46388842	1
46388842	1
46388888	7
46388903	3
46389407	9
46389471	3
46389493	5
46389530	6
46389536	5
46389538	5
46389549	5
46389560	0
46389639	4
46389658	2
46389670	3
46389676	8
46389689	3
46389701	3
46389718	5
46390012	8
46390036	9
46390075	6
46390080	3
46390081	6
46390084	6
46390138	6
46390142	4
46390200	8
46390260	2
46390277	1
46390293	9
46390357	5
46390392	3
46390809	4
46390813	2
46390927	3
46390934	5
46391008	7
46391069	6
46391121	5
46391123	3
46391161	4
46391178	2
46391196	8
46391217	2
46391228	1
46391230	8
46391241	7
46391304	3
46391339	0
46391541	1
46391619	7
46391655	8
46391700	1
46391757	1
46391779	0
46391860	5
46391959	2
46392190	5
46392199	6
46392315	7
46392323	2
46392399	0
46392511	3
46392584	1
46392625	6
46392791	3
46392899	4
46392905	2
46392927	5
46392950	5
46392968	2
46392977	1
46393004	3
46393580	5
46393874	8
46394170	2
46394196	0
46394245	1
46394266	2
46394334	4
46394353	3
46394382	8
46394424	3
46394445	3
46394495	3
46395048	1
46395072	2
46395076	2
46395165	0
46395277	3
46395501	8
46396055	9
46396454	4
46396684	0
46396781	2
46396853	5
46396906	5
46396941	4
46396958	7
46396963	3
46397164	2
46397755	7
46397873	6
46397899	6
46398916	2
46399212	5
46399214	4
46399219	3
46399355	6
46399362	7
46399605	9
46399895	7
46399940	5
46400016	6
46400242	0
46400278	4
46400442	7
46400506	5
46400507	1
46400536	4
46400545	5
46400574	6
46400576	4
46400717	8
46400754	4
46400886	3
46401053	8
46401147	7
46401189	6
46401364	6
46401541	1
46401948	5
46401987	5
46401988	2
46401990	4
46402003	1
46402008	5
46403400	8
46403470	5
46403701	5
46403722	6
46403987	1
46404063	7
46404169	2
46404175	6
46404240	1
46404604	7
46404756	5
46404869	1
46405051	3
46405276	1
46405283	2
46405432	2
46405509	2
46405581	0
46405791	10
46405855	7
46405877	3
46405881	3
46405885	3
46406060	5
46406622	2
46407227	8
46407780	1
46407854	6
46408031	3
46408048	4
46408189	8
46408424	6
46408425	5
46408472	2
46408495	6
46408505	8
46408688	2
46408692	7
46409215	6
46409215	6
46409456	9
46409816	7
46409820	7
46409841	9
46410000	3
46410415	8
46410472	2
46410520	7
46410697	8
46410811	6
46410829	1
46410831	7
46410864	8
46410865	9
46410878	2
46410885	1
46410953	4
46410956	6
46410966	5
46411102	2
46411327	7
46411388	8
46411394	6
46411410	7
46411414	1
46411453	4
46411653	9
46411681	6
46411760	7
46411979	2
46412006	7
46412013	7
46412039	8
46412089	5
46412139	6
46412182	2
46412247	5
46412267	8
46412519	5
46412804	9
46412837	3
46412840	5
46412841	9
46412869	3
46412910	7
46412943	6
46412965	8
46412980	8
46412994	9
46413054	6
46413056	7
46413202	1
46413215	3
46413231	6
46413381	0
46413394	9
46413440	4
46413523	5
46413529	6
46413564	8
46413566	8
46413578	7
46413662	8
46413685	4
46413768	4
46413769	6
46413803	0
46413832	4
46413874	1
46413961	3
46413969	3
46414002	5
46414237	4
46414383	7
46414385	4
46414487	0
46414749	1
46414750	6
46414805	2
46414896	8
46414971	7
46415057	1
46415058	1
46415070	3
46415084	5
46415086	1
46415094	7
46415153	9
46415157	1
46415171	1
46415194	3
46415205	6
46415210	1
46415287	8
46415503	4
46415599	6
46415804	3
46415951	2
46415978	6
46416234	9
46416362	2
46417120	7
46417528	2
46417532	4
46417553	2
46417580	2
46417581	1
46417680	3
46418010	3
46418077	2
46418276	1
46418354	6
46418594	1
46418673	0
46418676	2
46418745	2
46418752	1
46419211	1
46419281	8
46419365	0
46419418	1
46419427	6
46419465	8
46419465	9
46419665	7
46419718	5
46420138	3
46420160	3
46420223	4
46420279	2
46420469	7
46420474	3
46420604	1
46420618	5
46420621	3
46420624	2
46420626	4
46420658	3
46420677	4
46420722	0
46420963	1
46421360	1
46421525	8
46422269	9
46422318	1
46422438	10
46422491	5
46422620	2
46422734	5
46422757	5
46422896	4
46422903	4
46422908	3
46422921	3
46422930	1
46423248	5
46423298	8
46423337	9
46423340	5
46423382	7
46423415	6
46423619	0
46423852	10
46424040	1
46424562	9
46424764	6
46424878	9
46424889	9
46425049	6
46425105	1
46425318	5
46425616	0
46426078	5
46426081	2
46426218	3
46426231	4
46426381	3
46426419	6
46426485	4
46426573	4
46426583	2
46426589	2
46426627	4
46426675	8
46426675	9
46426900	2
46427047	4
46427222	6
46427405	8
46427478	8
46427540	9
46427647	9
46427713	5
46427816	1
46428051	2
46428052	1
46428057	4
46428070	6
46428139	1
46428298	0
46428325	3
46428444	5
46428490	1
46428546	9
46428602	8
46428781	2
46429213	1
46429291	6
46429438	2
46429467	1
46429485	6
46429617	1
46429639	2
46429842	9
46430156	6
46430211	9
46430251	2
46430268	4
46430429	7
46430442	2
46430458	1
46430555	3
46430702	0
46430722	1
46430748	7
46430985	1
46431059	1
46431088	7
46431108	0
46431126	0
46431386	1
46431417	3
46431435	3
46431627	6
46431874	5
46431913	0
46432377	4
46432435	1
46432436	2
46432703	0
46432879	1
46433046	9
46433239	0
46434516	6
46434613	0
46435021	9
46435172	1
46435205	1
46435210	5
46435268	6
46435595	2
46435844	2
46435893	8
46436352	2
46436691	4
46437052	7
46437093	2
46437195	8
46437236	6
46437241	9
46437345	7
46437554	6
46437558	2
46437594	3
46437872	7
46438011	4
46438106	1
46438198	1
46438200	6
46438201	9
46438210	7
46438211	6
46438218	6
46438435	1
46438478	2
46438574	4
46438597	8
46438640	5
46438656	8
46438700	1
46438731	9
46438750	7
46439005	0
46439013	5
46439074	6
46439104	5
46439105	6
46439314	8
46439315	4
46439330	6
46439336	2
46439376	2
46439381	2
46439498	8
46439621	4
46439660	3
46439674	9
46439697	4
46439698	9
46439701	6
46439710	3
46439724	8
46439812	1
46439820	6
46439847	4
46439850	8
46439925	3
46439941	1
46440053	4
46440085	7
46440231	5
46440245	4
46440339	3
46440351	6
46440363	4
46440386	1
46440389	4
46440410	5
46440411	6
46440449	2
46440481	4
46440506	5
46440509	8
46440514	3
46440538	3
46440568	3
46440595	4
46440651	3
46440843	3
46440898	8
46440904	3
46441071	3
46441074	4
46441250	3
46441359	5
46441366	2
46441388	5
46441404	2
46441450	1
46441452	4
46441523	2
46441535	5
46441705	3
46442093	4
46442111	3
46442169	9
46442194	0
46442509	9
46442573	0
46442742	8
46442981	4
46443012	3
46443096	3
46443100	4
46443112	5
46443355	9
46443559	1
46443704	2
46443736	0
46443944	5
46444217	0
46444230	3
46444238	2
46444323	2
46444384	2
46444638	2
46444643	3
46444668	5
46444712	0
46444819	2
46444905	8
46445099	8
46445099	8
46445106	2
46445233	3
46445274	7
46445345	3
46445355	7
46445381	4
46445392	2
46445409	7
46445485	2
46445529	5
46445554	4
46445579	8
46446211	8
46446221	2
46446255	7
46446327	2
46446373	4
46446472	3
46446594	5
46446669	2
46446748	10
46446748	9
46446763	1
46446859	2
46446887	8
46447087	8
46447128	2
46447587	6
46447595	7
46447731	0
46447798	1
46447860	7
46447953	3
46447954	0
46447962	4
46448083	1
46448166	8
46448181	3
46448361	4
46448387	4
46448615	0
46448654	3
46448729	7
46448798	4
46448836	8
46449136	6
46449326	7
46449420	0
46449853	2
46449857	3
46449955	6
46449955	6
46450218	7
46450379	2
46450498	7
46450636	6
46450923	5
46450946	6
46451055	7
46451226	8
46451256	3
46451260	4
46451262	4
46451267	3
46451458	7
46451708	7
46451767	2
46452091	2
46452271	4
46452421	8
46452503	4
46452670	7
46452729	4
46452735	1
46452741	4
46452743	2
46452747	7
46452755	5
46452809	0
46453824	4
46454126	4
46454148	6
46454155	3
46454169	5
46454320	3
46454465	6
46454572	0
46454737	9
46454758	8
46454846	8
46454868	6
46454970	8
46455052	6
46455085	0
46455258	1
46455278	2
46455759	8
46455997	2
46455999	3
46456005	3
46456243	0
46456357	6
46456748	3
46456749	3
46456915	6
46457434	1
46457941	5
46458405	7
46458679	2
46458765	2
46458854	0
46458910	1
46459579	7
46459833	2
46459852	1
46460054	1
46460069	2
46460164	4
46460173	7
46460828	7
46461019	2
46461020	4
46461870	8
46461965	8
46461967	8
46461971	7
46461977	5
46462068	9
46462080	6
46462112	8
46462389	6
46462538	6
46462550	6
46462567	7
46462577	4
46462944	2
46462955	9
46463079	6
46463091	8
46463116	9
46463126	4
46463152	6
46463161	7
46463177	8
46463215	4
46463225	1
46463287	0
46463288	4
46463311	2
46463586	7
46463655	4
46463696	5
46463697	1
46463708	2
46463780	5
46463812	3
46464173	6
46464277	6
46464303	4
46464339	3
46464375	2
46464434	7
46464496	6
46464500	1
46464501	6
46464572	9
46464586	3
46464604	6
46464841	3
46464875	4
46464894	5
46464992	5
46464997	5
46465035	8
46465075	1
46465142	9
46465161	9
46465171	6
46465200	4
46465236	8
46465262	0
46465315	6
46465322	6
46465324	7
46465347	4
46465455	1
46465695	5
46465696	9
46465712	5
46465848	4
46465925	5
46466095	6
46466220	8
46466230	5
46466302	2
46466352	8
46466377	1
46466382	4
46466392	4
46466410	5
46466497	4
46466772	0
46466873	0
46466890	8
46466924	10
46467003	7
46467033	6
46467272	7
46467306	7
46467455	2
46467462	5
46467493	5
46467586	4
46467953	7
46468332	3
46468494	3
46468497	3
46468512	4
46468522	6
46468532	3
46468594	3
46468604	3
46468614	3
46468648	4
46468762	5
46468841	3
46468951	0
46469062	2
46469079	4
46469122	4
46469124	1
46469179	5
46469259	9
46469261	1
46469311	5
46469311	5
46469722	3
46469860	0
46469975	7
46469993	2
46470441	1
46470512	3
46470562	7
46470581	2
46470598	1
46470775	2
46470911	2
46470935	2
46470939	3
46470945	3
46470953	5
46471025	6
46471115	7
46471195	8
46471350	7
46471358	5
46471369	3
46471552	4
46471656	4
46471904	5
46472041	5
46472129	2
46472133	5
46472187	4
46472190	1
46472270	3
46472365	7
46472388	6
46472502	3
46472552	5
46472596	0
46472636	2
46472733	1
46473137	1
46473151	5
46473446	8
46474212	1
46474471	0
46474904	3
46474962	4
46474965	2
46475105	2
46475151	2
46475229	6
46475267	5
46475510	5
46475633	3
46475985	0
46476007	7
46476049	1
46476079	7
46476087	3
46476201	8
46476207	6
46476373	2
46476541	4
46476675	4
46476677	2
46476693	3
46476701	6
46476711	5
46476766	8
46477720	2
46478115	8
46478124	0
46478152	1
